"id";"nome";"url_detalhes";"tipo_primario";"tipo_secundario";"url_imagem";"geracao";"especie";"altura";"peso";"hp";"ataque";"defesa";"ataque_especial";"defesa_especial";"velocidade";"stats_total"
"#0806";"Blacephalon";"https://pokemondb.net/pokedex/blacephalon";"Fire";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/blacephalon.jpg";"Generation 7";"Fireworks Pokémon";"1.8";"13.0";"53";"127";"53";"151";"79";"107";"570"
"#0807";"Zeraora";"https://pokemondb.net/pokedex/zeraora";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/zeraora.jpg";"Generation 7";"Thunderclap Pokémon";"1.5";"44.5";"88";"112";"75";"102";"80";"143";"600"
"#0808";"Meltan";"https://pokemondb.net/pokedex/meltan";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/meltan.jpg";"Generation 7";"Hex Nut Pokémon";"0.2";"8.0";"46";"65";"65";"55";"35";"34";"300"
"#0809";"Melmetal";"https://pokemondb.net/pokedex/melmetal";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/melmetal.jpg";"Generation 7";"Hex Nut Pokémon";"2.5";"800.0";"135";"143";"143";"80";"65";"34";"600"
"#0810";"Grookey";"https://pokemondb.net/pokedex/grookey";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/grookey.jpg";"Generation 8";"Chimp Pokémon";"0.3";"5.0";"50";"65";"50";"40";"40";"65";"310"
"#0811";"Thwackey";"https://pokemondb.net/pokedex/thwackey";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/thwackey.jpg";"Generation 8";"Beat Pokémon";"0.7";"14.0";"70";"85";"70";"55";"60";"80";"420"
"#0812";"Rillaboom";"https://pokemondb.net/pokedex/rillaboom";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/rillaboom.jpg";"Generation 8";"Drummer Pokémon";"2.1";"90.0";"100";"125";"90";"60";"70";"85";"530"
"#0813";"Scorbunny";"https://pokemondb.net/pokedex/scorbunny";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/scorbunny.jpg";"Generation 8";"Rabbit Pokémon";"0.3";"4.5";"50";"71";"40";"40";"40";"69";"310"
"#0814";"Raboot";"https://pokemondb.net/pokedex/raboot";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/raboot.jpg";"Generation 8";"Rabbit Pokémon";"0.6";"9.0";"65";"86";"60";"55";"60";"94";"420"
"#0815";"Cinderace";"https://pokemondb.net/pokedex/cinderace";"Fire";"";"https://img.pokemondb.net/sprites/home/normal/2x/cinderace.jpg";"Generation 8";"Striker Pokémon";"1.4";"33.0";"80";"116";"75";"65";"75";"119";"530"
"#0816";"Sobble";"https://pokemondb.net/pokedex/sobble";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/sobble.jpg";"Generation 8";"Water Lizard Pokémon";"0.3";"4.0";"50";"40";"40";"70";"40";"70";"310"
"#0817";"Drizzile";"https://pokemondb.net/pokedex/drizzile";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/drizzile.jpg";"Generation 8";"Water lizard Pokémon";"0.7";"11.5";"65";"60";"55";"95";"55";"90";"420"
"#0818";"Inteleon";"https://pokemondb.net/pokedex/inteleon";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/inteleon.jpg";"Generation 8";"Secret Agent Pokémon";"1.9";"45.2";"70";"85";"65";"125";"65";"120";"530"
"#0819";"Skwovet";"https://pokemondb.net/pokedex/skwovet";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/skwovet.jpg";"Generation 8";"Cheeky Pokémon";"0.3";"2.5";"70";"55";"55";"35";"35";"25";"275"
"#0820";"Greedent";"https://pokemondb.net/pokedex/greedent";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/greedent.jpg";"Generation 8";"Greedy Pokémon";"0.6";"6.0";"120";"95";"95";"55";"75";"20";"460"
"#0821";"Rookidee";"https://pokemondb.net/pokedex/rookidee";"Flying";"";"https://img.pokemondb.net/sprites/home/normal/2x/rookidee.jpg";"Generation 8";"Tiny Bird Pokémon";"0.2";"1.8";"38";"47";"35";"33";"35";"57";"245"
"#0822";"Corvisquire";"https://pokemondb.net/pokedex/corvisquire";"Flying";"";"https://img.pokemondb.net/sprites/home/normal/2x/corvisquire.jpg";"Generation 8";"Raven Pokémon";"0.8";"16.0";"68";"67";"55";"43";"55";"77";"365"
"#0823";"Corviknight";"https://pokemondb.net/pokedex/corviknight";"Flying";"Steel";"https://img.pokemondb.net/sprites/home/normal/2x/corviknight.jpg";"Generation 8";"Raven Pokémon";"2.2";"75.0";"98";"87";"105";"53";"85";"67";"495"
"#0824";"Blipbug";"https://pokemondb.net/pokedex/blipbug";"Bug";"";"https://img.pokemondb.net/sprites/home/normal/2x/blipbug.jpg";"Generation 8";"Larva Pokémon";"0.4";"8.0";"25";"20";"20";"25";"45";"45";"180"
"#0825";"Dottler";"https://pokemondb.net/pokedex/dottler";"Bug";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/dottler.jpg";"Generation 8";"Radome Pokémon";"0.4";"19.5";"50";"35";"80";"50";"90";"30";"335"
"#0826";"Orbeetle";"https://pokemondb.net/pokedex/orbeetle";"Bug";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/orbeetle.jpg";"Generation 8";"Seven Spot Pokémon";"0.4";"40.8";"60";"45";"110";"80";"120";"90";"505"
"#0827";"Nickit";"https://pokemondb.net/pokedex/nickit";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/nickit.jpg";"Generation 8";"Fox Pokémon";"0.6";"8.9";"40";"28";"28";"47";"52";"50";"245"
"#0828";"Thievul";"https://pokemondb.net/pokedex/thievul";"Dark";"";"https://img.pokemondb.net/sprites/home/normal/2x/thievul.jpg";"Generation 8";"Fox Pokémon";"1.2";"19.9";"70";"58";"58";"87";"92";"90";"455"
"#0829";"Gossifleur";"https://pokemondb.net/pokedex/gossifleur";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/gossifleur.jpg";"Generation 8";"Flowering Pokémon";"0.4";"2.2";"40";"40";"60";"40";"60";"10";"250"
"#0830";"Eldegoss";"https://pokemondb.net/pokedex/eldegoss";"Grass";"";"https://img.pokemondb.net/sprites/home/normal/2x/eldegoss.jpg";"Generation 8";"Cotton Bloom Pokémon";"0.5";"2.5";"60";"50";"90";"80";"120";"60";"460"
"#0831";"Wooloo";"https://pokemondb.net/pokedex/wooloo";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/wooloo.jpg";"Generation 8";"Sheep Pokémon";"0.6";"6.0";"42";"40";"55";"40";"45";"48";"270"
"#0832";"Dubwool";"https://pokemondb.net/pokedex/dubwool";"Normal";"";"https://img.pokemondb.net/sprites/home/normal/2x/dubwool.jpg";"Generation 8";"Sheep Pokémon";"1.3";"43.0";"72";"80";"100";"60";"90";"88";"490"
"#0833";"Chewtle";"https://pokemondb.net/pokedex/chewtle";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/chewtle.jpg";"Generation 8";"Snapping Pokémon";"0.3";"8.5";"50";"64";"50";"38";"38";"44";"284"
"#0834";"Drednaw";"https://pokemondb.net/pokedex/drednaw";"Water";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/drednaw.jpg";"Generation 8";"Bite Pokémon";"1.0";"115.5";"90";"115";"90";"48";"68";"74";"485"
"#0835";"Yamper";"https://pokemondb.net/pokedex/yamper";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/yamper.jpg";"Generation 8";"Puppy Pokémon";"0.3";"13.5";"59";"45";"50";"40";"50";"26";"270"
"#0836";"Boltund";"https://pokemondb.net/pokedex/boltund";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/boltund.jpg";"Generation 8";"Dog Pokémon";"1.0";"34.0";"69";"90";"60";"90";"60";"121";"490"
"#0837";"Rolycoly";"https://pokemondb.net/pokedex/rolycoly";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/rolycoly.jpg";"Generation 8";"Coal Pokémon";"0.3";"12.0";"30";"40";"50";"40";"50";"30";"240"
"#0838";"Carkol";"https://pokemondb.net/pokedex/carkol";"Rock";"Fire";"https://img.pokemondb.net/sprites/home/normal/2x/carkol.jpg";"Generation 8";"Coal Pokémon";"1.1";"78.0";"80";"60";"90";"60";"70";"50";"410"
"#0839";"Coalossal";"https://pokemondb.net/pokedex/coalossal";"Rock";"Fire";"https://img.pokemondb.net/sprites/home/normal/2x/coalossal.jpg";"Generation 8";"Coal Pokémon";"2.8";"310.5";"110";"80";"120";"80";"90";"30";"510"
"#0840";"Applin";"https://pokemondb.net/pokedex/applin";"Grass";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/applin.jpg";"Generation 8";"Apple Core Pokémon";"0.2";"0.5";"40";"40";"80";"40";"40";"20";"260"
"#0841";"Flapple";"https://pokemondb.net/pokedex/flapple";"Grass";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/flapple.jpg";"Generation 8";"Apple Wing Pokémon";"0.3";"1.0";"70";"110";"80";"95";"60";"70";"485"
"#0842";"Appletun";"https://pokemondb.net/pokedex/appletun";"Grass";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/appletun.jpg";"Generation 8";"Apple Nectar Pokémon";"0.4";"13.0";"110";"85";"80";"100";"80";"30";"485"
"#0843";"Silicobra";"https://pokemondb.net/pokedex/silicobra";"Ground";"";"https://img.pokemondb.net/sprites/home/normal/2x/silicobra.jpg";"Generation 8";"Sand Snake Pokémon";"2.2";"7.6";"52";"57";"75";"35";"50";"46";"315"
"#0844";"Sandaconda";"https://pokemondb.net/pokedex/sandaconda";"Ground";"";"https://img.pokemondb.net/sprites/home/normal/2x/sandaconda.jpg";"Generation 8";"Sand Snake Pokémon";"3.8";"65.5";"72";"107";"125";"65";"70";"71";"510"
"#0845";"Cramorant";"https://pokemondb.net/pokedex/cramorant";"Flying";"Water";"https://img.pokemondb.net/sprites/home/normal/2x/cramorant.jpg";"Generation 8";"Gulp Pokémon";"0.8";"18.0";"70";"85";"55";"85";"95";"85";"475"
"#0846";"Arrokuda";"https://pokemondb.net/pokedex/arrokuda";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/arrokuda.jpg";"Generation 8";"Rush Pokémon";"0.5";"1.0";"41";"63";"40";"40";"30";"66";"280"
"#0847";"Barraskewda";"https://pokemondb.net/pokedex/barraskewda";"Water";"";"https://img.pokemondb.net/sprites/home/normal/2x/barraskewda.jpg";"Generation 8";"Skewer Pokémon";"1.3";"30.0";"61";"123";"60";"60";"50";"136";"490"
"#0848";"Toxel";"https://pokemondb.net/pokedex/toxel";"Electric";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/toxel.jpg";"Generation 8";"Baby Pokémon";"0.4";"11.0";"40";"38";"35";"54";"35";"40";"242"
"#0849";"Toxtricity";"https://pokemondb.net/pokedex/toxtricity";"Electric";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/toxtricity.jpg";"Generation 8";"Punk Pokémon";"1.6";"40.0";"75";"98";"70";"114";"70";"75";"502"
"#0850";"Sizzlipede";"https://pokemondb.net/pokedex/sizzlipede";"Fire";"Bug";"https://img.pokemondb.net/sprites/home/normal/2x/sizzlipede.jpg";"Generation 8";"Radiator Pokémon";"0.7";"1.0";"50";"65";"45";"50";"50";"45";"305"
"#0851";"Centiskorch";"https://pokemondb.net/pokedex/centiskorch";"Fire";"Bug";"https://img.pokemondb.net/sprites/home/normal/2x/centiskorch.jpg";"Generation 8";"Radiator Pokémon";"3.0";"120.0";"100";"115";"65";"90";"90";"65";"525"
"#0852";"Clobbopus";"https://pokemondb.net/pokedex/clobbopus";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/clobbopus.jpg";"Generation 8";"Tantrum Pokémon";"0.6";"4.0";"50";"68";"60";"50";"50";"32";"310"
"#0853";"Grapploct";"https://pokemondb.net/pokedex/grapploct";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/grapploct.jpg";"Generation 8";"Tantrum Pokémon";"1.6";"39.0";"80";"118";"90";"70";"80";"42";"480"
"#0854";"Sinistea";"https://pokemondb.net/pokedex/sinistea";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/sinistea.jpg";"Generation 8";"Black Tea Pokémon";"0.1";"0.2";"40";"45";"45";"74";"54";"50";"308"
"#0855";"Polteageist";"https://pokemondb.net/pokedex/polteageist";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/polteageist.jpg";"Generation 8";"Black Tea Pokémon";"0.2";"0.4";"60";"65";"65";"134";"114";"70";"508"
"#0856";"Hatenna";"https://pokemondb.net/pokedex/hatenna";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/hatenna.jpg";"Generation 8";"Calm Pokémon";"0.4";"3.4";"42";"30";"45";"56";"53";"39";"265"
"#0857";"Hattrem";"https://pokemondb.net/pokedex/hattrem";"Psychic";"";"https://img.pokemondb.net/sprites/home/normal/2x/hattrem.jpg";"Generation 8";"Serene Pokémon";"0.6";"4.8";"57";"40";"65";"86";"73";"49";"370"
"#0858";"Hatterene";"https://pokemondb.net/pokedex/hatterene";"Psychic";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/hatterene.jpg";"Generation 8";"Silent Pokémon";"2.1";"5.1";"57";"90";"95";"136";"103";"29";"510"
"#0859";"Impidimp";"https://pokemondb.net/pokedex/impidimp";"Dark";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/impidimp.jpg";"Generation 8";"Wily Pokémon";"0.4";"5.5";"45";"45";"30";"55";"40";"50";"265"
"#0860";"Morgrem";"https://pokemondb.net/pokedex/morgrem";"Dark";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/morgrem.jpg";"Generation 8";"Devious Pokémon";"0.8";"12.5";"65";"60";"45";"75";"55";"70";"370"
"#0861";"Grimmsnarl";"https://pokemondb.net/pokedex/grimmsnarl";"Dark";"Fairy";"https://img.pokemondb.net/sprites/home/normal/2x/grimmsnarl.jpg";"Generation 8";"Bulk Up Pokémon";"1.5";"61.0";"95";"120";"65";"95";"75";"60";"510"
"#0862";"Obstagoon";"https://pokemondb.net/pokedex/obstagoon";"Dark";"Normal";"https://img.pokemondb.net/sprites/home/normal/2x/obstagoon.jpg";"Generation 8";"Blocking Pokémon";"1.6";"46.0";"93";"90";"101";"60";"81";"95";"520"
"#0863";"Perrserker";"https://pokemondb.net/pokedex/perrserker";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/perrserker.jpg";"Generation 8";"Viking Pokémon";"0.8";"28.0";"70";"110";"100";"50";"60";"50";"440"
"#0864";"Cursola";"https://pokemondb.net/pokedex/cursola";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/cursola.jpg";"Generation 8";"Coral Pokémon";"1.0";"0.4";"60";"95";"50";"145";"130";"30";"510"
"#0865";"Sirfetch'd";"https://pokemondb.net/pokedex/sirfetchd";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/sirfetchd.jpg";"Generation 8";"Wild Duck Pokémon";"0.8";"117.0";"62";"135";"95";"68";"82";"65";"507"
"#0866";"Mr. Rime";"https://pokemondb.net/pokedex/mr-rime";"Ice";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/mr-rime.jpg";"Generation 8";"Comedian Pokémon";"1.5";"58.2";"80";"85";"75";"110";"100";"70";"520"
"#0867";"Runerigus";"https://pokemondb.net/pokedex/runerigus";"Ground";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/runerigus.jpg";"Generation 8";"Grudge Pokémon";"1.6";"66.6";"58";"95";"145";"50";"105";"30";"483"
"#0868";"Milcery";"https://pokemondb.net/pokedex/milcery";"Fairy";"";"https://img.pokemondb.net/sprites/home/normal/2x/milcery.jpg";"Generation 8";"Cream Pokémon";"0.2";"0.3";"45";"40";"40";"50";"61";"34";"270"
"#0869";"Alcremie";"https://pokemondb.net/pokedex/alcremie";"Fairy";"";"https://img.pokemondb.net/sprites/home/normal/2x/alcremie.jpg";"Generation 8";"Cream Pokémon";"0.3";"0.5";"65";"60";"75";"110";"121";"64";"495"
"#0870";"Falinks";"https://pokemondb.net/pokedex/falinks";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/falinks.jpg";"Generation 8";"Formation Pokémon";"3.0";"62.0";"65";"100";"100";"70";"60";"75";"470"
"#0871";"Pincurchin";"https://pokemondb.net/pokedex/pincurchin";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/pincurchin.jpg";"Generation 8";"Sea Urchin Pokémon";"0.3";"1.0";"48";"101";"95";"91";"85";"15";"435"
"#0872";"Snom";"https://pokemondb.net/pokedex/snom";"Ice";"Bug";"https://img.pokemondb.net/sprites/home/normal/2x/snom.jpg";"Generation 8";"Worm Pokémon";"0.3";"3.8";"30";"25";"35";"45";"30";"20";"185"
"#0873";"Frosmoth";"https://pokemondb.net/pokedex/frosmoth";"Ice";"Bug";"https://img.pokemondb.net/sprites/home/normal/2x/frosmoth.jpg";"Generation 8";"Frost Moth Pokémon";"1.3";"42.0";"70";"65";"60";"125";"90";"65";"475"
"#0874";"Stonjourner";"https://pokemondb.net/pokedex/stonjourner";"Rock";"";"https://img.pokemondb.net/sprites/home/normal/2x/stonjourner.jpg";"Generation 8";"Big Rock Pokémon";"2.5";"520.0";"100";"125";"135";"20";"20";"70";"470"
"#0875";"Eiscue";"https://pokemondb.net/pokedex/eiscue";"Ice";"";"https://img.pokemondb.net/sprites/home/normal/2x/eiscue.jpg";"Generation 8";"Penguin Pokémon";"1.4";"89.0";"75";"80";"70";"65";"50";"130";"470"
"#0876";"Indeedee";"https://pokemondb.net/pokedex/indeedee";"Psychic";"Normal";"https://img.pokemondb.net/sprites/home/normal/2x/indeedee.jpg";"Generation 8";"Emotion Pokémon";"0.9";"28.0";"70";"55";"65";"95";"105";"85";"475"
"#0877";"Morpeko";"https://pokemondb.net/pokedex/morpeko";"Electric";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/morpeko.jpg";"Generation 8";"Two-Sided Pokémon";"0.3";"3.0";"58";"95";"58";"70";"58";"97";"436"
"#0878";"Cufant";"https://pokemondb.net/pokedex/cufant";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/cufant.jpg";"Generation 8";"Copperderm Pokémon";"1.2";"100.0";"72";"80";"49";"40";"49";"40";"330"
"#0879";"Copperajah";"https://pokemondb.net/pokedex/copperajah";"Steel";"";"https://img.pokemondb.net/sprites/home/normal/2x/copperajah.jpg";"Generation 8";"Copperderm Pokémon";"3.0";"650.0";"122";"130";"69";"80";"69";"30";"500"
"#0880";"Dracozolt";"https://pokemondb.net/pokedex/dracozolt";"Electric";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/dracozolt.jpg";"Generation 8";"Fossil Pokémon";"1.8";"190.0";"90";"100";"90";"80";"70";"75";"505"
"#0881";"Arctozolt";"https://pokemondb.net/pokedex/arctozolt";"Electric";"Ice";"https://img.pokemondb.net/sprites/home/normal/2x/arctozolt.jpg";"Generation 8";"Fossil Pokémon";"2.3";"150.0";"90";"100";"90";"90";"80";"55";"505"
"#0882";"Dracovish";"https://pokemondb.net/pokedex/dracovish";"Water";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/dracovish.jpg";"Generation 8";"Fossil Pokémon";"2.3";"215.0";"90";"90";"100";"70";"80";"75";"505"
"#0883";"Arctovish";"https://pokemondb.net/pokedex/arctovish";"Water";"Ice";"https://img.pokemondb.net/sprites/home/normal/2x/arctovish.jpg";"Generation 8";"Fossil Pokémon";"2.0";"175.0";"90";"90";"100";"80";"90";"55";"505"
"#0884";"Duraludon";"https://pokemondb.net/pokedex/duraludon";"Steel";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/duraludon.jpg";"Generation 8";"Alloy Pokémon";"1.8";"40.0";"70";"95";"115";"120";"50";"85";"535"
"#0885";"Dreepy";"https://pokemondb.net/pokedex/dreepy";"Dragon";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/dreepy.jpg";"Generation 8";"Lingering Pokémon";"0.5";"2.0";"28";"60";"30";"40";"30";"82";"270"
"#0886";"Drakloak";"https://pokemondb.net/pokedex/drakloak";"Dragon";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/drakloak.jpg";"Generation 8";"Caretaker Pokémon";"1.4";"11.0";"68";"80";"50";"60";"50";"102";"410"
"#0887";"Dragapult";"https://pokemondb.net/pokedex/dragapult";"Dragon";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/dragapult.jpg";"Generation 8";"Stealth Pokémon";"3.0";"50.0";"88";"120";"75";"100";"75";"142";"600"
"#0888";"Zacian";"https://pokemondb.net/pokedex/zacian";"Fairy";"";"https://img.pokemondb.net/sprites/home/normal/2x/zacian.jpg";"Generation 8";"Warrior Pokémon";"2.8";"355.0";"92";"150";"115";"80";"115";"148";"700"
"#0889";"Zamazenta";"https://pokemondb.net/pokedex/zamazenta";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/zamazenta.jpg";"Generation 8";"Warrior Pokémon";"2.9";"785.0";"92";"120";"140";"80";"140";"128";"700"
"#0890";"Eternatus";"https://pokemondb.net/pokedex/eternatus";"Poison";"Dragon";"https://img.pokemondb.net/sprites/home/normal/2x/eternatus.jpg";"Generation 8";"Gigantic Pokémon";"100.0";"0.0";"0";"0";"0";"0";"0";"0";"0"
"#0891";"Kubfu";"https://pokemondb.net/pokedex/kubfu";"Fighting";"";"https://img.pokemondb.net/sprites/home/normal/2x/kubfu.jpg";"Generation 8";"Wushu Pokémon";"0.6";"12.0";"60";"90";"60";"53";"50";"72";"385"
"#0892";"Urshifu";"https://pokemondb.net/pokedex/urshifu";"Fighting";"Dark";"https://img.pokemondb.net/sprites/home/normal/2x/urshifu.jpg";"Generation 8";"Wushu Pokémon";"1.9";"105.0";"100";"130";"100";"63";"60";"97";"550"
"#0893";"Zarude";"https://pokemondb.net/pokedex/zarude";"Dark";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/zarude.jpg";"Generation 8";"Rogue Monkey Pokémon";"1.8";"70.0";"105";"120";"105";"70";"95";"105";"600"
"#0894";"Regieleki";"https://pokemondb.net/pokedex/regieleki";"Electric";"";"https://img.pokemondb.net/sprites/home/normal/2x/regieleki.jpg";"Generation 8";"Electron Pokémon";"1.2";"145.0";"80";"100";"50";"100";"50";"200";"580"
"#0895";"Regidrago";"https://pokemondb.net/pokedex/regidrago";"Dragon";"";"https://img.pokemondb.net/sprites/home/normal/2x/regidrago.jpg";"Generation 8";"Dragon Orb Pokémon";"2.1";"200.0";"200";"100";"50";"100";"50";"80";"580"
"#0896";"Glastrier";"https://pokemondb.net/pokedex/glastrier";"Ice";"";"https://img.pokemondb.net/sprites/home/normal/2x/glastrier.jpg";"Generation 8";"Wild Horse Pokémon";"2.2";"800.0";"100";"145";"130";"65";"110";"30";"580"
"#0897";"Spectrier";"https://pokemondb.net/pokedex/spectrier";"Ghost";"";"https://img.pokemondb.net/sprites/home/normal/2x/spectrier.jpg";"Generation 8";"Swift Horse Pokémon";"2.0";"44.5";"100";"65";"60";"145";"80";"130";"580"
"#0898";"Calyrex";"https://pokemondb.net/pokedex/calyrex";"Psychic";"Grass";"https://img.pokemondb.net/sprites/home/normal/2x/calyrex.jpg";"Generation 8";"High King Pokémon";"2.4";"53.6";"100";"85";"80";"165";"100";"150";"680"
"#0899";"Wyrdeer";"https://pokemondb.net/pokedex/wyrdeer";"Normal";"Psychic";"https://img.pokemondb.net/sprites/home/normal/2x/wyrdeer.jpg";"Generation 8";"Big Horn Pokémon";"1.8";"95.1";"103";"105";"72";"105";"75";"65";"525"
"#0900";"Kleavor";"https://pokemondb.net/pokedex/kleavor";"Bug";"Rock";"https://img.pokemondb.net/sprites/home/normal/2x/kleavor.jpg";"Generation 8";"Axe Pokémon";"1.8";"89.0";"70";"130";"95";"45";"75";"85";"500"
"#0901";"Ursaluna";"https://pokemondb.net/pokedex/ursaluna";"Ground";"Normal";"https://img.pokemondb.net/sprites/home/normal/2x/ursaluna.jpg";"Generation 8";"Peat Pokémon";"2.4";"290.0";"130";"140";"105";"45";"80";"50";"550"
"#0902";"Basculegion";"https://pokemondb.net/pokedex/basculegion";"Water";"Ghost";"https://img.pokemondb.net/sprites/home/normal/2x/basculegion.jpg";"Generation 8";"Big Fish Pokémon";"3.0";"110.0";"120";"92";"65";"100";"75";"78";"530"
"#0903";"Sneasler";"https://pokemondb.net/pokedex/sneasler";"Fighting";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/sneasler.jpg";"Generation 8";"Free Climb Pokémon";"1.3";"43.0";"80";"130";"60";"40";"80";"120";"510"
"#0904";"Overqwil";"https://pokemondb.net/pokedex/overqwil";"Dark";"Poison";"https://img.pokemondb.net/sprites/home/normal/2x/overqwil.jpg";"Generation 8";"Pin Cluster Pokémon";"2.5";"60.5";"85";"115";"95";"65";"65";"85";"510"
"#0905";"Enamorus";"https://pokemondb.net/pokedex/enamorus";"Fairy";"Flying";"https://img.pokemondb.net/sprites/home/normal/2x/enamorus.jpg";"Generation 8";"Love-Hate Pokémon";"1.6";"48.0";"74";"115";"110";"135";"100";"46";"580"
"#0906";"Sprigatito";"https://pokemondb.net/pokedex/sprigatito";"Grass";"";"https://img.pokemondb.net/sprites/scarlet-violet/normal/sprigatito.png";"Generation 9";"Grass Cat Pokémon";"0.4";"4.1";"40";"61";"54";"45";"45";"65";"310"
"#0907";"Floragato";"https://pokemondb.net/pokedex/floragato";"Grass";"";"https://img.pokemondb.net/sprites/scarlet-violet/normal/floragato.png";"Generation 9";"Grass Cat Pokémon";"0.9";"12.2";"61";"80";"63";"60";"63";"83";"410"
"#0908";"Meowscarada";"https://pokemondb.net/pokedex/meowscarada";"Grass";"Dark";"https://img.pokemondb.net/sprites/scarlet-violet/normal/meowscarada.png";"Generation 9";"Magician Pokémon";"1.5";"31.2";"76";"110";"70";"81";"70";"123";"530"
"#0909";"Fuecoco";"https://pokemondb.net/pokedex/fuecoco";"Fire";"";"https://img.pokemondb.net/sprites/scarlet-violet/normal/fuecoco.png";"Generation 9";"Fire Croc Pokémon";"0.4";"9.8";"67";"45";"59";"63";"40";"36";"310"
"#0910";"Crocalor";"https://pokemondb.net/pokedex/crocalor";"Fire";"";"https://img.pokemondb.net/sprites/scarlet-violet/normal/crocalor.png";"Generation 9";"Fire Croc Pokémon";"1.0";"30.7";"81";"55";"78";"90";"58";"49";"411"
"#0911";"Skeledirge";"https://pokemondb.net/pokedex/skeledirge";"Fire";"Ghost";"https://img.pokemondb.net/sprites/scarlet-violet/normal/skeledirge.png";"Generation 9";"Singer Pokémon";"1.6";"326.5";"104";"75";"100";"110";"75";"66";"530"
"#0912";"Quaxly";"https://pokemondb.net/pokedex/quaxly";"Water";"";"https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxly.png";"Generation 9";"Duckling Pokémon";"0.5";"6.1";"55";"65";"45";"50";"45";"50";"310"
"#0913";"Quaxwell";"https://pokemondb.net/pokedex/quaxwell";"Water";"";"https://img.pokemondb.net/sprites/scarlet-violet/normal/quaxwell.png";"Generation 9";"Practicing Pokémon";"1.2";"21.5";"70";"85";"65";"65";"60";"65";"410"
"#0914";"Quaquaval";"https://pokemondb.net/pokedex/quaquaval";"Water";"Fighting";"https://img.pokemondb.net/sprites/scarlet-violet/normal/quaquaval.png";"Generation 9";"Dancer Pokémon";"1.8";"61.9";"85";"120";"80";"85";"75";"85";"530"
